Year,Vessel,Main_series,Calendarday,Date,Fish_No,Station_No,Gear,Pos_Lat_Dec,Pos_Long_Des,Fish_Length,Fish_Weight,Fish_Ovary,Fish_Liver,Fish_Viscera,Sex,Code,Fish_Maturity,Fish_Comment,Oto_Age,Oto_Spawnings,Oto_Spawn_Age,Oto_Type,Oto_Edge,Oto_Readab,Oocyte_Stage,Ooc_Mean_Dia,Ooc_SD,Ooc_Mean_95,Ooc_CI_Perc,Ooc_Max,Ooc_Min,Ooc_N,Ooc_Lc_Mean,Ooc_Lc_SD,Ooc_NG,Atres_Samp,Atres_N,Atres_Int,Atres_Slide,Atres_Tot_C,Capelin_Aug,Cod_SSB,Kola_Sep_Nov,Kola_Nov_Feb,Kola_Sep_Feb,Kola_Year,Fec_Mill,Fulton_K,Ln_Fec,Ln_K,Ln_Weight,Ln_Length,Ln_Ooc_Diam
2004,Andenes,Y,57,2/26/04,9,,,,,91,6640,778,266,241.5,F,1,,,8,,,5,4,,v,744.18,69.31,9.8,1.32,959.72,573.99,200,854.7,33.96,,,,,,,,,,,,,2.93534936,0.881,1.07682648,-0.1265,8.80086724,4.51085951,6.61228294
2004,Andenes,Y,57,2/26/04,12,,,,,81,4200,294,228,140.5,F,1,,,8,,,5,4,,v,568.88,53.43,7.56,1.33,696.17,411.71,200,649.25,16.5,,,,,,,,,,,,,2.29087988,0.79,0.828935971,-0.2353,8.3428398,4.39444915,6.34366952
2004,Andenes,Y,57,2/26/04,14,,,,,70,2860,116.5,287,109,F,1,,,,,,,,,v,613.5,90.94,12.86,2.1,755.13,361.92,200,735.55,9.58,,,,,,,,,,,,,0.740350508,0.834,-0.300631545,-0.1817,7.9585769,4.24849524,6.41918026
2004,Andenes,Y,57,2/26/04,15,,,,,74,3200,174.5,140,119,F,1,,,7,1,6,2,4,1,v,583.54,58.98,8.34,1.43,694.71,158.87,200,657.45,14.7,,,,,,,,,,,,,1.26944974,0.79,0.238583531,-0.2361,8.07090609,4.30406509,6.369113
2004,Andenes,Y,57,2/26/04,16,,,,,65,2200,170,171,73,F,1,,,7,,,4,4,,v,558.52,103.4,14.62,2.62,727.87,185.31,200,699.74,11.87,,,,,,,,,,,,,1.39205097,0.801,0.330778178,-0.2218,7.69621264,4.17438727,6.32529043
2004,Andenes,Y,57,2/26/04,19,,,,,93,7680,554,584,270.5,F,1,,,8,,,5,4,,v,535.46,97.12,13.73,2.56,749.34,196.56,200,675.04,22.92,,,,,,,,,,,,,5.08343832,0.955,1.62598787,-0.0463,8.94637483,4.53259949,6.28312619
2004,Andenes,Y,57,2/26/04,27,,,,,79,3940,250,197,150,F,1,,,7,,,5,4,,v,655.37,54.76,7.74,1.18,738.04,158.06,200,715.42,8.96,,,,,,,,,,,,,1.32934311,0.799,0.284684918,-0.2242,8.278936,4.36944785,6.48519996
2004,Andenes,Y,57,2/26/04,31,,,,,64,2120,154,160,89,F,1,,,6,,,5,4,,v,553.05,50.86,7.19,1.3,661.89,146.87,200,620.23,11.29,,,,,,,,,,,,,1.29499364,0.809,0.258505784,-0.2123,7.65917137,4.15888308,6.31544841
2004,Andenes,Y,57,2/26/04,33,,,,,71,2960,276,134,114,F,1,,,8,2,6,4,4,1,v,600.92,83.53,11.81,1.97,734.65,150.32,200,694.24,14.95,,,,,,,,,,,,,1.85487603,0.827,0.617817864,-0.1899,7.99294455,4.26267988,6.39846181
2004,Andenes,Y,57,2/26/04,39,,,,,97,8360,697.5,326,291.5,F,1,,,8,1,7,5,4,6,v,645.1,99.11,14.02,2.17,808.98,148.62,200,766.36,15.06,,,,,,,,,,,,,3.87045465,0.916,1.35337198,-0.0877,9.03121371,4.57471098,6.46940534
2004,Andenes,Y,57,2/26/04,41,,,,,74,3680,252.5,150,124.5,F,1,,,7,1,6,4,4,5,v,580.41,60.59,8.57,1.48,745.04,377.88,200,666.71,21.46,,,,,,,,,,,,,1.86375136,0.908,0.622591317,-0.0964,8.21066803,4.30406509,6.36373475
2004,Andenes,Y,57,2/26/04,44,,,,,72,2740,168,188,103.5,F,1,,,,,,,,,v,563.24,72.69,10.28,1.83,695.38,283.68,200,661.44,13.87,,,,,,,,,,,,,1.34476886,0.734,0.296222147,-0.3091,7.9157132,4.27666612,6.33370583
2004,Andenes,Y,57,2/26/04,46,,,,,77,4300,352,232,167.5,F,1,,,,,,,,,v,589.36,62.18,8.79,1.49,686.79,378.24,200,672.07,7.91,,,,,,,,,,,,,2.49301949,0.942,0.913494622,-0.0599,8.3663703,4.34380542,6.3790372
2004,Andenes,Y,57,2/26/04,47,,,,,100,8240,858.5,230,280,F,1,,,9,1,8,5,4,1,v,689.9,76.47,10.82,1.57,876.1,333,200,791.32,23.86,,,,,,,,,,,,,3.97400576,0.824,1.37977459,-0.1936,9.01675562,4.60517019,6.53654666
2004,Andenes,Y,57,2/26/04,49,,,,,95,7260,788,266,277,F,1,,,10,1,9,5,4,1,v,641.05,53.77,7.6,1.19,724.83,441.23,200,712.65,7.73,,,,,,,,,,,,,4.44763214,0.847,1.49237185,-0.1663,8.89013511,4.55387689,6.46310746
2004,Andenes,Y,57,2/26/04,51,,,,,76,3280,274.5,252,122.5,F,1,,,7,1,6,5,4,1,v,665.45,71.71,10.14,1.52,902.51,408.86,200,767.66,35.86,,,,,,,,,,,,,1.40068821,0.747,0.336963694,-0.2914,8.0955987,4.33073334,6.5004635
2004,Andenes,Y,57,2/26/04,53,,,,,83,3900,239,116,170.5,F,1,,,8,1,7,4,4,1,v,637.43,76.46,10.81,1.7,783.98,147.53,200,721.1,17.83,,,,,,,,,,,,,1.36974883,0.682,0.314627387,-0.3826,8.26873183,4.41884061,6.45744447
2004,Andenes,Y,57,2/26/04,54,,,,,56,1780,142,52,65,F,1,,,8,2,6,1,4,1,v,654.12,89.36,12.64,1.93,767.78,169.44,200,738.19,10.92,,,,,,,,,,,,,0.758969062,1.014,-0.275794264,0.0135,7.48436864,4.02535169,6.48329082
2004,Andenes,Y,57,2/26/04,55,,,,,66,2700,247,125,108.5,F,1,,,6,,,5,4,,v,736.82,79.43,11.23,1.52,859.65,155.03,200,822.64,14.75,,,,,,,,,,,,,0.957264476,0.939,-0.043675566,-0.0628,7.90100705,4.18965474,6.60234363
2004,Andenes,Y,57,2/26/04,56,,,,,68,2760,181.5,120,124,F,1,,,6,,,2,4,,v,604.25,82.02,11.6,1.92,776,224.49,200,716.81,19.25,,,,,,,,,,,,,1.20171764,0.878,0.1837519,-0.1304,7.92298596,4.21950771,6.40398802
2004,Andenes,Y,57,2/26/04,59,,,,,68,2780,224.5,83,122.5,F,1,,,7,,,4,4,,v,682.51,69.24,9.79,1.43,771.41,153.03,200,752.5,9.1,,,,,,,,,,,,,1.06987436,0.884,0.067541221,-0.1231,7.93020621,4.21950771,6.52577718
2004,Andenes,Y,57,2/26/04,60,,,,,67,3040,258,119,107.5,F,1,,,7,1,6,4,4,1,v,647.91,75.78,10.72,1.65,771.67,180.41,200,749.89,11.96,,,,,,,,,,,,,1.4149492,1.011,0.347093629,0.0107,8.01961279,4.20469262,6.4737518
2004,Andenes,Y,57,2/26/04,65,,,,,72,2940,119.5,183,94.5,F,1,,,7,,,5,4,,v,502.34,50.17,7.1,1.41,622.73,367.35,200,575.61,13.27,,,,,,,,,,,,,1.30282095,0.788,0.264531875,-0.2387,7.98616486,4.27666612,6.21927718
2004,Andenes,Y,57,2/26/04,67,,,,,83,5480,470.5,328,248,F,1,,,7,,,4,4,,v,636.96,55,7.78,1.22,753.98,519.6,200,729.36,10.7,,,,,,,,,,,,,2.70188948,0.958,0.993951336,-0.0425,8.60886038,4.41884061,6.45670686
2004,Andenes,Y,57,2/26/04,69,,,,,70,2780,171.5,106,83,F,1,,,6,,,4,4,,v,615.41,92.18,13.04,2.12,744.28,159.28,200,707.68,11.76,,,,,,,,,,,,,1.08076339,0.81,0.077667634,-0.2101,7.93020621,4.24849524,6.42228871
2004,Andenes,Y,57,2/26/04,70,,,,,72,3120,138,48,194.5,F,1,,,9,3,6,5,4,6,v,640.23,67.21,9.51,1.48,772.25,183.79,200,724.74,17.75,,,,,,,,,,,,,0.781596517,0.836,-0.246416635,-0.1792,8.04558828,4.27666612,6.46182749
2004,Andenes,Y,57,2/26/04,77,,,,,71,3040,255,162,103.5,F,1,,,6,,,5,4,,v,694.6,66.01,9.34,1.34,877.59,299.15,200,785.12,31.58,,,,,,,,,,,,,1.1589563,0.849,0.147519859,-0.1633,8.01961279,4.26267988,6.54333614
2004,Andenes,Y,57,2/26/04,78,,,,,84,4820,446.5,136,203.5,F,1,,,9,1,8,5,4,5,v,635.11,77.19,10.92,1.72,750.69,334.58,200,722.57,10.49,,,,,,,,,,,,,2.58428306,0.813,0.949448123,-0.2068,8.48052921,4.4308168,6.45379821
2004,Andenes,Y,57,2/26/04,79,,,,,77,3900,314,132,137,F,1,,,10,2,8,5,4,1,v,570.59,86.38,12.22,2.14,741.57,155,200,677.17,23.68,,,,,,,,,,,,,2.42697449,0.854,0.886645416,-0.1575,8.26873183,4.34380542,6.34667091
2004,Andenes,Y,57,2/26/04,80,,,,,93,8500,824.5,542,319.5,F,1,,,8,,,5,4,,v,655.94,118.79,16.8,2.56,848.31,148.79,200,812,15.48,,,,,,,,,,,,,4.37389479,1.057,1.47565387,0.0552,9.04782144,4.53259949,6.48606932
2004,Andenes,Y,57,2/26/04,81,,,,,71,2980,188,220,100,F,1,,,8,1,7,4,4,6,v,604.19,58.59,8.29,1.37,709.8,168.49,200,680.3,12.84,,,,,,,,,,,,,1.24508814,0.833,0.219206323,-0.1832,7.99967858,4.26267988,6.40388872
2004,Andenes,Y,57,2/26/04,82,,,,,83,4320,307,252,167,F,1,,,8,1,7,4,4,1,v,618.04,68.86,9.74,1.58,738.29,177.96,200,700.56,15.21,,,,,,,,,,,,,1.91251295,0.756,0.648418058,-0.2803,8.37101068,4.41884061,6.42655318
2004,Andenes,Y,57,2/26/04,83,,,,,79,3560,206.5,199,125.5,F,1,,,9,1,8,5,4,1,v,590.36,55.32,7.82,1.33,690.26,235.37,200,655.11,11.89,,,,,,,,,,,,,1.45584502,0.722,0.375586502,-0.3257,8.17751582,4.36944785,6.38073252
2004,Andenes,Y,57,2/26/04,84,,,,,74,3840,252.5,144,126,F,1,,,8,1,7,4,4,1,v,638.81,41.27,5.84,0.91,707.57,426.55,200,693.28,7.82,,,,,,,,,,,,,1.43869443,0.948,0.363736057,-0.0538,8.25322765,4.30406509,6.45960707
2004,Andenes,Y,57,2/26/04,85,,,,,63,2040,115,90,79,F,1,,,7,1,6,4,4,1,v,623.78,64.67,9.15,1.47,729.97,202.82,200,703.24,12.56,,,,,,,,,,,,,0.698753057,0.816,-0.35845788,-0.2035,7.62070509,4.14313473,6.43579774
2004,Andenes,Y,57,2/26/04,86,,,,,81,3760,274.5,184,153.5,F,1,,,8,,,5,4,,v,711.81,41.67,5.89,0.83,872.35,614.19,200,783.41,26.87,,,,,,,,,,,,,1.16780439,0.708,0.155125396,-0.346,8.23217424,4.39444915,6.56781102
2004,Andenes,Y,57,2/26/04,87,,,,,66,2200,165.5,80,104.5,F,1,,,7,,,4,4,,v,640.75,48.54,6.86,1.07,735.58,260.58,200,705.54,10,,,,,,,,,,,,,0.93529696,0.765,-0.066891196,-0.2676,7.69621264,4.18965474,6.46263937
2004,Andenes,Y,57,2/26/04,88,,,,,72,2740,181,178,95,F,1,,,7,,,4,4,,v,565.76,66.22,9.36,1.66,695.17,378.57,200,669.59,11.74,,,,,,,,,,,,,1.43147021,0.734,0.358702035,-0.3091,7.9157132,4.27666612,6.33816996
2004,Andenes,Y,57,2/26/04,89,,,,,66,2400,141.5,144,86,F,1,,,7,,,4,4,,v,631.67,74.48,10.53,1.67,754.31,373.36,200,723.31,10.19,,,,,,,,,,,,,0.831081368,0.835,-0.185027573,-0.1806,7.78322402,4.18965474,6.44836711
2004,Andenes,Y,57,2/26/04,90,,,,,121,17520,1640,808,967,F,1,,,13,3,10,5,4,5,v,632.01,68.24,9.65,1.53,735.29,444.13,200,716.59,9.97,,,,,,,,,,,,,9.61833652,0.989,2.26367133,-0.0111,9.77109836,4.79579055,6.44890522
2004,Andenes,Y,57,2/26/04,92,,,,,105,10540,977,685,760,F,1,,,9,1,8,5,4,1,v,666.24,71.8,10.15,1.52,854.76,370.49,200,759.01,26.49,,,,,,,,,,,,,4.96938276,0.91,1.60329564,-0.0938,9.26293282,4.65396035,6.50164997
2004,Andenes,Y,57,2/26/04,93,,,,,108,11020,907.5,802,485,F,1,,,10,1,9,5,4,1,v,605.21,81.66,11.55,1.91,741.97,151.25,200,707.41,12.18,,,,,,,,,,,,,5.98288921,0.875,1.7889036,-0.1338,9.30746708,4.68213123,6.40557551
2004,Andenes,Y,57,2/26/04,94,,,,,106,12240,734,724,446,F,1,,,9,1,8,5,4,6,v,668.29,97.02,13.72,2.05,800.87,217.34,200,785.48,6.76,,,,,,,,,,,,,3.70255438,1.028,1.30902295,0.0273,9.41246456,4.66343909,6.50472221
2004,Andenes,Y,57,2/26/04,95,,,,,114,16100,1360,856,2393,F,1,,,12,5,7,5,4,1,v,632.02,69.04,9.76,1.54,764.25,495.64,200,734.83,13.84,,,,,,,,,,,,,7.97584076,1.087,2.07641707,0.0831,9.68657455,4.73619845,6.44892104
2004,Andenes,Y,57,2/26/04,96,,,,,103,11280,662.5,1241,501.5,F,1,,,9,1,8,5,4,1,v,525.54,95.36,13.49,2.57,700.61,285.04,200,671.31,12.61,,,,,,,,,,,,,6.39382978,1.032,1.85533343,0.0318,9.33078653,4.63472899,6.26442631
2004,Andenes,Y,57,2/26/04,98,,,,,98,8700,612.5,395,375.5,F,1,,,10,1,9,5,4,6,v,598.37,77.1,10.9,1.82,800.48,405.27,200,706.46,27.56,,,,,,,,,,,,,4.16388174,0.924,1.42644775,-0.0787,9.0710783,4.58496748,6.39420929
2004,Andenes,Y,57,2/26/04,99,,,,,103,8960,897.5,145,456,F,1,,,10,1,9,5,4,1,v,660.41,40.84,5.78,0.87,760.85,546.29,200,723.4,11.86,,,,,,,,,,,,,4.67464259,0.82,1.54215271,-0.1985,9.10052551,4.63472899,6.49286085
2004,Andenes,Y,57,2/26/04,103,,,,,111,13260,1203,1098,718.5,F,1,,,12,3,9,5,4,1,v,613.74,69.45,9.82,1.6,787.43,458.39,200,720.78,21.95,,,,,,,,,,,,,7.63692374,0.97,2.03299487,-0.0309,9.49250726,4.7095302,6.41957139
2004,Andenes,Y,57,2/26/04,104,,,,,98,7960,542,464,309,F,1,,,8,,,5,4,,v,612.67,80.66,11.41,1.86,759.43,233.46,200,734.72,10.99,,,,,,,,,,,,,3.45699069,0.846,1.24039847,-0.1675,8.98218428,4.58496748,6.41782645
2004,Andenes,Y,57,2/26/04,106,,,,,101,9980,524,430,575,F,1,,,9,,,5,4,,v,682.39,89.47,12.65,1.85,812.82,352.41,200,782.98,11.29,,,,,,,,,,,,,2.4983536,0.969,0.915631955,-0.0319,9.20833837,4.61512052,6.52560134
2004,Andenes,Y,57,2/26/04,109,,,,,101,9620,775.5,461,408,F,1,,,8,,,5,4,,v,616.19,101.5,14.35,2.33,763.75,336.3,200,747.63,8.57,,,,,,,,,,,,,4.87038219,0.934,1.58317241,-0.0686,9.17159954,4.61512052,6.42355536
2004,Andenes,Y,57,2/26/04,110,,,,,104,12180,1444,674,444,F,1,,,10,,,5,4,,v,672.83,64.89,9.18,1.36,777.26,456.86,200,759.24,9.02,,,,,,,,,,,,,7.15209937,1.083,1.96740593,0.0795,9.40755054,4.6443909,6.5114927
2003,Andenes,Y,62,3/3/03,1,,,,,92,6900,433.92,284,260.37,F,1,,,8,,,5,4,1,v,564,83,11.76,2.09,681,259,200,662,9.86,,,,,,,2122,,5.33,,,,3.46072326,0.886,1.2414776,-0.1209,8.83927669,4.52178858,6.33505425
2003,Andenes,Y,62,3/3/03,2,,,,,69,3000,270.55,156,131.86,F,1,,,6,0,6,2,4,1,v,575,61,8.62,1.5,697,419,200,659,12.57,,,,,,,2122,,5.33,,,,2.04811879,0.913,0.716921708,-0.0908,8.00636757,4.2341065,6.35437004
2003,Andenes,Y,62,3/3/03,3,,,,,70,3320,231.73,159,306.44,F,1,,,8,,,4,4,1,v,645,62,10.89,1.69,748,483,131,722,11.94,,,,,,,2122,,5.33,,,,1.28641714,0.968,0.251860943,-0.0326,8.10772006,4.24849524,6.46925032
2003,Andenes,Y,62,3/3/03,4,,,,,82.5,5760,439.82,626,199.46,F,1,,,8,,,5,4,6,v,499,137,19.31,3.87,732,248,200,702,14.15,,,,,,,2122,,5.33,,,,4.8821856,1.026,1.58559299,0.0255,8.65869275,4.41279829,6.2126061
2003,Andenes,Y,62,3/3/03,5,,,,,83.5,5940,497.62,723,169.72,F,1,,,8,,,4,4,1,v,515,102,14.49,2.81,764,251,200,693,27.39,,,,,,,2122,,5.33,,,,5.0725822,1.02,1.62385,0.0201,8.68946441,4.42484663,6.2441669
2003,Andenes,Y,62,3/3/03,6,,,,,89,6120,515.79,428,256.46,F,1,,,9,1,8,4,4,1,v,597,53,7.51,1.26,706,295,200,669,11.28,,,,,,,2122,,5.33,,,,3.52819848,0.868,1.2607874,-0.1414,8.71931738,4.48863637,6.39191711
2003,Andenes,Y,62,3/3/03,7,,,,,73.5,3200,178.6,144,264.33,F,1,,Mye fisk I innv.,7,,,5,4,1,v,582,60,8.43,1.45,695,421,200,669,12.44,,,,,,,2122,,5.33,,,,1.30857971,0.806,0.268942358,-0.2158,8.07090609,4.29728541,6.36647045
2003,Andenes,Y,62,3/3/03,8,,,,,80.5,4860,369.68,510,214.3,F,1,,,7,,,4,4,1,v,515,92,12.96,2.52,714,304,200,669,20.63,,,,,,,2122,,5.33,,,,3.76840197,0.932,1.32665103,-0.0708,8.48879372,4.38825718,6.2441669
2003,Andenes,Y,62,3/3/03,9,,,,,81,5020,376.54,252,575.26,F,1,,Mye fisk I innv.,9,2,7,5,4,1,v,614,47,6.69,1.09,703,457,200,684,9.02,,,,,,,2122,,5.33,,,,2.3876315,0.945,0.87030187,-0.057,8.52118521,4.39444915,6.41999493
2003,Andenes,Y,62,3/3/03,10,,,,,86.5,4760,490.69,246,181.91,F,1,,,,,,,,,v,701,67,9.49,1.35,839,371,200,796,15.86,,,,,,,2122,,5.33,,,,2.17560147,0.735,0.777305164,-0.3073,8.46800295,4.46014441,6.55250789
2003,Andenes,Y,62,3/3/03,11,,,,,75.5,3800,231.3,286,132.55,F,1,,,7,,,4,4,1,v,540,69,9.79,1.81,655,300,200,639,8.18,,,,,,,2122,,5.33,,,,2.07454694,0.883,0.729742788,-0.1245,8.24275635,4.32413266,6.29156914
2003,Andenes,Y,62,3/3/03,12,,,,,95,7920,850.53,609,344.57,F,1,,,9,,,5,4,1,v,632,101,14.31,2.26,787,336,200,752,13.07,,,,,,,2122,,5.33,,,,4.98843491,0.924,1.60712222,-0.0793,8.97714648,4.55387689,6.44888939
2003,Andenes,Y,62,3/3/03,13,,,,,104.5,9060,700.05,490,410.05,F,1,,,9,1,8,5,4,1,v,617,77,10.92,1.77,750,458,200,730,10.14,,,,,,,2122,,5.33,,,,4.38096619,0.794,1.47726929,-0.2308,9.1116244,4.64918707,6.42486902
2003,Andenes,Y,62,3/3/03,14,,,,,81,5680,449.39,385,774.97,F,1,,Mye i magen,8,1,7,5,4,1,v,701,58,8.14,1.16,796,387,200,776,8.99,,,,,,,2122,,5.33,,,,1.9924872,1.069,0.689383708,0.0665,8.64470651,4.39444915,6.55250789
2003,Andenes,Y,62,3/3/03,15,,,,,79,4660,520.67,403,345.74,F,1,,Mye i magen,8,1,7,5,4,1,v,662,59,10.37,1.57,767,524,130,743,13.72,,,,,,,2122,,5.33,,,,2.69436711,0.945,0.991163338,-0.0564,8.44677073,4.36944785,6.49526556
2003,Andenes,Y,62,3/3/03,16,,,,,73,3700,270.71,345,280.13,F,1,,Mye i magen,6,,,2,4,1,v,566,61,8.59,1.52,721,305,200,654,22.9,,,,,,,2122,,5.33,,,,2.13850721,0.951,0.76010802,-0.0501,8.2160881,4.29045944,6.33859408
2003,Andenes,Y,62,3/3/03,17,,,,,74.5,3660,321.56,332,113.58,F,1,,,9,,,5,4,1,v,572,85,11.98,2.1,697,298,200,679,8.88,,,,,,,2122,,5.33,,,,2.46890015,0.885,0.903772768,-0.122,8.20521843,4.31079913,6.34913899
2003,Andenes,Y,62,3/3/03,18,,,,,82.5,5020,621.59,343,269.52,F,1,,,8,,,5,4,1,v,676,78,11.08,1.64,827,292,200,764,16.85,,,,,,,2122,,5.33,,,,3.03989599,0.894,1.1118233,-0.112,8.52118521,4.41279829,6.51619308
2003,Andenes,Y,62,3/3/03,19,,,,,60,1880,231.3,91,57.56,F,1,,,5,,,5,4,1,v,675,82,11.54,1.71,807,440,200,784,11.01,,,,,,,2122,,5.33,,,,1.13570681,0.87,0.127255197,-0.1388,7.53902706,4.09434456,6.51471269
2003,Andenes,Y,62,3/3/03,20,,,,,62.5,2090,197.74,,113.91,F,1,,Lever mistet eller forsvunnet,6,,,5,4,1,v,673,77,10.85,1.61,852,429,200,796,25.31,,,,,,,2122,,5.33,,,,0.978733922,0.856,-0.021495459,-0.1554,7.64491934,4.13516656,6.51174533
2003,Andenes,Y,62,3/3/03,21,,,,,66.5,2760,428.51,164,168.08,F,1,,"Hyaline oocytter, mye i magen",7,1,6,5,4,1,v,749,42,5.87,0.78,818,534,200,807,7.09,,,,,,,2122,,5.33,,,,1.58880588,0.939,0.462982715,-0.0634,7.92298596,4.19720195,6.61873898
2003,Andenes,Y,62,3/3/03,22,,,,,70.5,2880,133.98,165,98.04,F,1,,,7,,,5,4,1,v,468,66,9.3,1.99,576,273,200,550,11.98,,,,,,,2122,,5.33,,,,1.76842626,0.822,0.570090032,-0.1961,7.96554557,4.25561271,6.1484683
2003,Andenes,Y,62,3/3/03,23,,,,,61.5,2400,269.56,,86.59,F,1,,Lever forsvunnet,5,,,1,4,1,v,540,106,15.04,2.78,723,238,200,705,7.55,,,,,,,2122,,5.33,,,,2.41770373,1.032,0.882818218,0.0313,7.78322402,4.11903717,6.29156914
2003,Andenes,Y,62,3/3/03,24,,,,,73,3680,226.61,,497.31,F,1,,"Lever forsvunnet, mye fisk i magen",7,,,4,1,1,v,536,47,6.63,1.24,631,430,200,608,10.41,,,,,,,2122,,5.33,,,,2.0736952,0.946,0.729332137,-0.0555,8.21066803,4.29045944,6.28413416
2003,Andenes,Y,62,3/3/03,25,,,,,77.5,3890,347.6,299,138.66,F,1,,,6,,,2,4,5,v,605,86,12.11,2,720,339,200,701,9.67,,,,,,,2122,,5.33,,,,2.29377619,0.836,0.830199451,-0.1795,8.26616444,4.35027794,6.40522846
2003,Andenes,Y,62,3/3/03,26,,,,,65.5,2420,176.46,117,79.94,F,1,,,7,1,6,5,4,1,v,661,46,6.79,1.03,806,486,181,731,24.87,,,,,,,2122,,5.33,,,,0.916881308,0.861,-0.08677725,-0.1495,7.79152282,4.18205014,6.49375384
2003,Andenes,Y,62,3/3/03,27,,,,,75.5,4060,313.32,349,127.94,F,1,,Lite mat i magen,7,,,4,4,1,v,613,103,14.56,2.37,760,358,200,742,8.61,,,,,,,2122,,5.33,,,,1.99551787,0.943,0.690903601,-0.0583,8.30893825,4.32413266,6.41836494
2003,Andenes,Y,62,3/3/03,28,,,,,70.5,3360,428.09,155,112.94,F,1,,,7,,,5,4,6,v,742,58,8.25,1.11,831,533,200,811,7.67,,,,,,,2122,,5.33,,,,1.62800346,0.959,0.487354393,-0.042,8.11969625,4.25561271,6.60934924
2003,Andenes,Y,62,3/3/03,29,,,,,68,3300,369.17,192,139.4,F,1,,,6,,,4,4,1,v,635,62,8.8,1.39,736,418,200,716,8.69,,,,,,,2122,,5.33,,,,2.13770675,1.05,0.759733642,0.0483,8.10167775,4.21950771,6.453625
2003,Andenes,Y,62,3/3/03,30,,,,,61,2860,175.03,130,525.12,F,1,,Mye i magen,5,,,2,4,1,v,463,81,11.47,2.48,614,262,200,581,12.81,,,,,,,2122,,5.33,,,,2.3782341,1.26,0.866358237,0.2311,7.9585769,4.11087386,6.13772705
2003,Andenes,Y,62,3/3/03,31,,,,,77.5,3760,406.21,226,130,F,1,,,6,,,5,4,5,v,698,61,8.69,1.24,805,537,200,780,9.49,,,,,,,2122,,5.33,,,,1.82201419,0.808,0.599942587,-0.2135,8.23217424,4.35027794,6.5482191
2003,Andenes,Y,62,3/3/03,32,,,,,58.5,1680,164.15,77,47.77,F,1,,,6,,,4,4,1,v,712,56,7.93,1.11,822,440,200,789,9.38,,,,,,,2122,,5.33,,,,0.697839726,0.839,-0.359765821,-0.1754,7.42654907,4.06902675,6.56807791
2003,Andenes,Y,62,3/3/03,33,,,,,67,2920,258.5,177,198.29,F,1,,Fisk i magen,5,,,4,4,1,v,654,69,9.83,1.5,772,456,200,741,13.63,,,,,,,2122,,5.33,,,,1.38232898,0.971,0.323769743,-0.0296,7.9793389,4.20469262,6.48310735
2003,Andenes,Y,62,3/3/03,34,,,,,97,10360,1277.04,443,397.43,F,1,,,10,,,4,4,1,v,713,59,8.34,1.17,845,574,200,802,20.99,,,,,,,2122,,5.33,,,,5.40845916,1.135,1.68796424,0.1267,9.24570752,4.57471098,6.56948142
2003,Andenes,Y,62,3/3/03,35,,,,,113,16920,1782.9,1379,678.54,F,1,,,8,0,8,4,4,1,v,587,93,13.12,2.23,784,346,200,718,21.01,,,,,,,2122,,5.33,,,,12.7648259,1.173,2.54669341,0.1593,9.73625163,4.72738782,6.37502482
2003,Andenes,Y,62,3/3/03,36,,,,,102,11400,1007.05,665,,F,1,,Tomt i magen,,,,4,4,1,v,731,47,6.7,0.92,845,602,200,810,14.41,,,,,,,2122,,5.33,,,,3.98735498,1.074,1.3831281,0.0716,9.34136863,4.62497281,6.59441346
2003,Andenes,Y,62,3/3/03,37,,,,,84.5,5580,410.45,452,228.64,F,1,,,7,1,6,5,4,1,v,611,74,10.47,1.71,713,358,200,698,6.36,,,,,,,2122,,5.33,,,,2.63730147,0.925,0.969756224,-0.0781,8.62694406,4.43675153,6.41509696
2003,Andenes,Y,62,3/3/03,38,,,,,101,9960,596.32,598,442.14,F,1,,,8,,,5,4,1,v,567,90,12.68,2.24,705,324,200,690,6.66,,,,,,,2122,,5.33,,,,4.68830547,0.967,1.54507121,-0.0339,9.20633235,4.61512052,6.3403593
2003,Andenes,Y,62,3/3/03,39,,,,,108,12640,1141.79,621,721.88,F,1,,Fisk i magen,8,1,7,4,4,5,v,600,68,9.57,1.59,729,438,200,696,13.96,,,,,,,2122,,5.33,,,,7.70528388,1.003,2.04190631,0.0034,9.44462167,4.68213123,6.39692966
2003,Andenes,Y,62,3/3/03,40,,,,,84.5,5120,500.69,331,183.09,F,1,,,8,,,5,4,1,v,696,81,11.47,1.65,814,368,200,795,8.49,,,,,,,2122,,5.33,,,,2.2632616,0.849,0.816806959,-0.1642,8.54090972,4.43675153,6.54534966
2003,Andenes,Y,62,3/3/03,41,,,,,111,14420,1171.08,758,1035.96,F,1,,Lodde i magen,11,2,9,5,4,1,v,564,74,10.45,1.85,731,313,200,673,18.21,,,,,,,2122,,5.33,,,,9.33993315,1.054,2.23429909,0.053,9.57637141,4.7095302,6.33505425
2003,Andenes,Y,62,3/3/03,42,,,,,106,12960,1180.46,1111,540.49,F,1,,,12,3,9,5,4,1,v,582,86,12.12,2.08,737,363,200,708,12.15,,,,,,,2122,,5.33,,,,8.64908174,1.088,2.15745316,0.0845,9.46962297,4.66343909,6.36647045
2003,Andenes,Y,62,3/3/03,43,,,,,87,6600,351.68,446,938.01,F,1,,Fisk i magen,8,,,5,4,1,v,656,82,11.53,1.76,807,456,200,773,12.62,,,,,,,2122,,5.33,,,,1.86516857,1.002,0.623351435,0.0023,8.79482493,4.46590812,6.48616079
